Obs,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
3005,39,1,9,11,54.5,21.78,5.26,6.61,1
3006,37,2,5,9,31.7,2.61,0.43,0.4,1
3007,44,2,18,4,87.5,6.77,2.54,3.39,0
3008,32,3,4,4,27.4,1.57,0.04,0.39,0
3009,40,1,2,5,29.4,4.58,0.4,0.95,1
3010,24,3,1,3,24.4,10.78,0.79,1.84,1
3011,37,1,16,9,39.4,2.29,0.46,0.44,0
3012,49,3,11,24,91,23.03,6.92,14.04,1
3013,46,2,6,15,26.4,3.34,0.17,0.71,0
3014,31,4,1,2,98.4,8.6,3.06,5.4,0
3015,33,2,2,8,33.2,14.74,2.05,2.84,1
3016,32,1,0,10,21.3,2.81,0.11,0.49,1
3017,40,1,9,4,33.5,3.34,0.32,0.8,0
3018,46,3,5,1,58.2,5.19,0.53,2.49,0
3019,20,1,2,1,15.2,4.66,0.4,0.3,0
3020,26,2,8,3,45.5,14.3,1.71,4.8,0
3021,40,3,16,0,160.3,19.53,14.71,16.59,1
3022,46,2,27,13,143.3,2.44,0.88,2.61,0
3023,50,1,16,25,31.1,11.56,0.26,3.33,0
3024,35,1,1,2,25.4,4.71,0.88,0.32,0
3025,27,1,3,7,14,6.48,0.21,0.7,0
3026,44,2,20,14,146.7,9.49,2.35,11.57,0
3027,32,1,10,11,40.2,5.73,1.05,1.26,0
3028,26,1,3,4,32.8,11.17,0.93,2.73,1
3029,31,2,1,6,31.1,8,0.88,1.6,1
3030,33,1,2,9,15.7,12.24,0.78,1.14,0
3031,25,2,0,3,17.1,8.11,0.27,1.11,1
3032,21,1,0,1,12.1,27.02,0.79,2.47,1
3033,41,1,13,9,30.7,9.38,0.82,2.06,0
3034,32,1,1,7,27.7,3.8,0.57,0.48,0
3035,30,1,6,3,52.7,2.61,1.08,0.29,1
3036,41,1,15,4,55.6,2.57,0.39,1.04,0
3037,38,1,8,3,33.8,11.79,1.39,2.59,0
3038,33,1,1,14,20.9,7.75,0.1,1.52,0
3039,39,1,21,0,45.6,14.48,1.51,5.09,0
3040,25,2,6,6,22.7,5,0.23,0.91,0
3041,32,1,10,3,30.9,15.6,1.39,3.43,0
3042,48,2,23,20,74.5,6.35,0.48,4.25,0
3043,42,4,8,9,32.4,1.99,0.37,0.27,0
3044,41,2,14,15,49.1,39.47,2.91,16.47,1
3045,37,2,1,9,25.4,19.58,1.63,3.35,0
3046,37,1,17,5,72.5,13.55,0.75,9.08,1
3047,33,1,8,3,23.9,18.79,2.75,1.74,0
3048,23,1,1,0,27.1,10.09,0.79,1.94,0
3049,42,1,9,10,24,11.04,0.91,1.74,0
3050,31,2,7,4,40.5,15.2,1.86,4.3,0
3051,35,1,6,16,28.5,24,2.33,4.51,1
3052,40,1,6,14,26.5,7.01,0.51,1.35,0
3053,34,1,3,8,35.3,3.31,0.52,0.65,0
3054,45,1,11,19,43.8,3.49,0.63,0.9,0
3055,29,3,5,10,37,3.62,0.75,0.59,0
3056,43,1,5,14,24.6,4.68,0.18,0.97,0
3057,25,1,3,5,14.7,13.17,0.55,1.39,0
3058,26,2,3,7,23.9,6.09,0.23,1.22,0
3059,53,1,37,17,217.7,3.34,1.19,6.09,0
3060,32,1,13,12,28.1,5.76,0.33,1.29,0
3061,44,3,13,0,27.8,14.46,0.27,3.75,0
3062,40,1,21,6,103.3,9.53,4.03,5.82,0
3063,35,1,16,6,78,15.3,2.18,9.75,0
3064,41,1,13,13,41.6,4.19,0.54,1.2,0
3065,29,3,1,10,24.1,9.17,0.61,1.6,0
3066,33,1,1,1,17.1,5.9,0.22,0.79,0
3067,34,2,2,14,38,8.31,0.95,2.2,1
3068,45,2,11,0,60.9,6.22,0.86,2.93,1
3069,24,1,3,2,25.7,23,2.55,3.36,1
3070,24,1,5,4,35.6,1.92,0.24,0.44,0
3071,39,3,2,10,21.6,8.16,0.51,1.25,0
3072,52,1,3,31,47.8,5.9,0.38,2.44,0
3073,33,1,1,6,28.7,2.15,0.2,0.41,0
3074,40,1,10,2,40.7,18.44,2.02,5.49,0
3075,36,1,9,14,18.5,16.43,1.18,1.86,0
3076,30,2,7,7,59.6,8.99,2.11,3.25,0
3077,35,2,12,8,66,3.56,0.8,1.55,0
3078,31,3,2,10,52.3,9.7,0.97,4.1,0
3079,29,2,4,7,13.7,5.73,0.19,0.6,0
3080,48,2,16,2,55.9,15.83,1.05,7.8,0
3081,36,1,2,1,59.1,2.41,0.08,1.34,0
3082,30,1,8,0,30.8,14.05,0.45,3.87,1
3083,51,2,7,4,46.1,26.91,7.21,5.2,1
3084,30,2,7,0,55.4,3.98,0.4,1.81,0
3085,38,1,0,15,22.1,2.87,0.24,0.4,1
3086,28,1,2,6,18.8,8.71,0.52,1.11,0
3087,31,3,0,3,25.4,25.81,3.21,3.35,1
3088,38,1,5,8,22,13.86,0.29,2.76,0
3089,33,2,3,10,24.1,1.95,0.09,0.38,0
3090,31,3,7,2,61.7,1.75,0.44,0.64,0
3091,31,4,0,9,45.2,21.94,5.75,4.17,1
3092,33,1,15,2,67.3,1.84,0.89,0.35,0
3093,49,2,5,8,34.9,6.23,0.76,1.41,0
3094,30,1,10,9,55.3,8.96,1.45,3.5,0
3095,44,3,19,17,172.8,0.54,0.54,0.39,0
3096,43,1,7,1,34.5,10.97,1.86,1.92,0
3097,35,1,16,1,50,18.31,1.47,7.68,0
3098,47,2,20,28,163.2,9.46,4.2,11.24,0
3099,23,1,7,3,27.3,4.86,0.52,0.8,0
3100,24,1,4,2,22.2,22.08,2.22,2.69,1
3101,42,1,12,3,27.9,2.33,0.27,0.38,1
3102,30,2,7,0,51.3,3.23,0.07,1.58,0
3103,45,2,14,2,93.5,15.16,7.84,6.34,1
3104,34,2,10,11,20.1,33,2.65,3.98,0
3105,23,1,0,2,16.9,12.32,0.41,1.67,1
3106,52,1,2,11,25.7,9.04,1.08,1.24,1
3107,34,2,0,5,28.3,8.36,0.53,1.84,0
3108,30,4,6,5,46.9,12.71,2.63,3.33,0
3109,33,2,5,8,33.1,21.12,2.63,4.36,1
3110,20,2,1,1,23.4,8,0.36,1.52,1
3111,30,1,12,9,45.3,19.03,5.67,2.95,0
3112,32,3,8,2,23.9,1.28,0.04,0.26,0
3113,50,3,20,6,82.9,8.87,3.47,3.88,0
3114,35,1,7,7,21.8,6.02,0.19,1.13,0
3115,29,1,4,0,21,9.6,1.23,0.78,0
3116,47,1,0,19,16.4,21.64,1.33,2.22,0
3117,21,1,3,2,16.4,14.87,0.36,2.08,1
3118,39,1,0,13,24.3,21.38,2.75,2.45,1
3119,37,1,17,14,45.8,8.24,0.34,3.44,0
3120,28,3,4,9,37.8,2.81,0.21,0.86,0
3121,43,1,4,1,18.9,13.86,0.39,2.23,0
3122,41,5,9,19,53.1,3.05,0.72,0.9,0
3123,41,1,25,20,88,4.1,1.05,2.56,0
3124,24,1,3,2,19.8,8.06,0.19,1.41,1
3125,29,1,6,1,28.3,7.49,1.23,0.89,0
3126,26,1,5,2,24.1,14.1,2.53,0.87,1
3127,31,1,6,7,28.4,3.43,0.12,0.86,0
3128,31,1,10,7,28,4.9,0.58,0.79,1
3129,25,1,8,5,20.2,9.1,0.41,1.43,0
3130,39,1,5,15,24.4,9.38,0.49,1.8,0
3131,38,1,17,10,85.5,4.52,1.03,2.84,0
3132,34,1,3,5,24.2,14.53,0.52,3,0
3133,44,2,23,22,181.9,2.72,1.09,3.86,0
3134,33,1,16,2,26.8,21.37,1.96,3.77,1
3135,43,1,24,14,172.7,12.26,14.59,6.58,1
3136,44,1,12,20,27.2,8.75,1.47,0.91,0
3137,25,4,0,0,75,7.64,1.52,4.21,1
3138,36,2,1,6,44,2.41,0.48,0.58,0
3139,48,1,25,25,130.9,2.7,1.61,1.92,0
3140,29,2,3,10,18.4,6.74,0.16,1.09,0
3141,48,1,14,26,48.3,11.5,2.18,3.37,0
3142,34,2,12,14,28.9,4.34,0.49,0.77,0
3143,35,1,15,5,43.1,10.45,1.6,2.9,0
3144,35,3,3,8,35.3,20.25,3.85,3.3,1
3145,37,1,6,0,32.4,5.66,0.83,1.01,0
3146,47,2,22,24,71.5,12.53,4.13,4.83,0
3147,26,1,9,0,27.5,11.76,2.08,1.15,0
3148,33,2,2,10,36.5,9.76,0.68,2.88,0
3149,37,1,16,5,44.5,4.63,0.71,1.35,0
3150,41,1,25,12,92.2,20.22,5.41,13.24,0
3151,33,1,16,14,27.8,3.81,0.55,0.51,0
3152,46,1,19,12,67.6,22.16,6.8,8.18,0
3153,40,1,3,18,20.9,3.72,0.16,0.62,0
3154,43,1,9,13,35.2,9.05,0.68,2.5,0
3155,35,3,6,5,30.3,5.4,0.34,1.3,0
3156,32,1,4,5,25,21.95,3.25,2.23,1
3157,34,2,14,3,29.1,28.05,1.04,7.12,0
3158,34,2,0,3,27.3,13.64,1.12,2.6,1
3159,28,2,9,5,30.3,8.42,0.52,2.03,0
3160,32,2,12,3,39.6,7.2,0.23,2.62,1
3161,38,1,2,2,24.1,10.81,1.34,1.27,0
3162,43,3,6,3,53.4,6.06,0.16,3.08,0
3163,40,2,5,0,55.5,10.5,3.02,2.81,0
3164,24,1,1,5,17.9,27.83,0.78,4.2,1
3165,32,1,6,1,34.1,13.04,1,3.44,0
3166,28,4,3,7,22.3,3.06,0.18,0.5,1
3167,42,2,15,4,39.6,16.12,1.76,4.62,1
3168,43,2,9,23,79.6,4.86,2.17,1.7,0
3169,37,1,14,1,28.1,8.21,0.69,1.62,0
3170,34,1,2,0,30.9,17.88,2.09,3.44,0
3171,25,1,6,4,14.6,1.85,0.13,0.14,0
3172,34,3,4,14,47.3,3.78,0.74,1.05,0
3173,49,2,16,14,143.3,25.61,11.74,24.96,1
3174,30,1,6,8,39.9,4.51,0.24,1.55,1
3175,31,1,0,8,25.1,3.88,0.27,0.7,0
3176,36,2,17,17,35.8,7.85,1.23,1.58,0
3177,46,1,30,10,152.9,3.65,3.57,2.01,0
3178,55,1,2,22,32.4,5.61,0.72,1.09,0
3179,38,2,16,8,60.1,4.1,0.46,2.01,0
3180,32,2,7,8,30.8,9.37,0.2,2.69,1
3181,44,3,6,11,38.2,0.5,0.04,0.15,0
3182,39,1,0,14,20.6,6.88,0.47,0.95,0
3183,34,1,18,3,32.6,1.03,0.07,0.27,0
3184,45,2,3,23,25.5,11.39,0.54,2.36,0
3185,29,4,1,8,20.3,12.09,0.93,1.52,1
3186,34,1,0,3,18.8,7.83,0.8,0.67,0
3187,32,4,3,6,23.6,15.15,1.36,2.22,0
3188,25,1,6,5,26.8,1.68,0.05,0.4,0
3189,34,2,8,12,36.6,13.31,1.02,3.85,0
3190,27,1,10,4,34.1,6.13,0.79,1.3,0
3191,44,1,16,13,54.5,3.39,0.33,1.51,0
3192,30,1,4,6,35.6,14.79,1.4,3.87,0
3193,33,1,6,5,21.8,10.18,0.46,1.76,0
3194,45,2,3,16,54.7,1.32,0.47,0.26,0
3195,55,3,15,30,170.1,7.46,5.04,7.65,0
3196,31,2,6,7,103.3,6.04,2.09,4.15,0
3197,42,1,26,3,68.4,0.67,0.12,0.34,0
3198,37,1,4,1,26.3,3.68,0.45,0.52,1
3199,29,1,2,0,17.7,12.23,0.29,1.88,1
3200,33,1,1,14,25.1,2.96,0.38,0.36,0
3201,30,1,9,3,30.9,12,0.79,2.92,0
3202,32,2,0,10,14.7,19.32,2.28,0.56,0
3203,37,2,11,6,53.6,0.93,0.21,0.29,0
3204,28,2,4,6,20.4,10.26,0.66,1.43,0
3205,36,1,14,15,53,0.58,0.12,0.19,0
3206,50,1,0,20,25.7,2.89,0.28,0.47,0
3207,30,1,10,2,22.7,3.82,0.11,0.76,0
3208,26,2,0,7,23.9,18.2,2,2.35,1
3209,25,4,0,5,50.1,1.97,0.41,0.57,0
3210,25,2,0,1,26.2,12.11,1.71,1.46,0
3211,31,2,6,6,47.8,10.79,1.6,3.56,1
3212,52,1,17,28,49.2,5.95,1.05,1.88,0
3213,37,2,12,9,47.5,6.48,0.66,2.42,0
3214,44,1,4,25,25.5,17.98,2.37,2.21,0
3215,30,1,2,9,19.3,8.6,1.14,0.52,1
3216,44,1,14,11,52.3,12.09,2.34,3.98,1
3217,33,2,1,9,29.7,38.17,2.66,8.67,1
3218,26,1,1,2,19.8,5.41,0.4,0.67,1
3219,29,1,5,2,16.4,8.02,0.46,0.85,0
3220,43,1,16,4,74,5.6,1.19,2.96,0
3221,35,2,13,13,43.2,1.63,0.36,0.34,0
3222,47,2,24,11,238.1,9.51,4.62,18.02,0
3223,31,1,3,8,16.2,11.65,0.33,1.56,0
3224,42,1,2,8,28.5,3.74,0.07,1,0
3225,31,1,4,0,18.4,12.9,0.21,2.17,1
3226,43,1,5,6,45.3,25.95,5.17,6.58,1
3227,30,5,1,0,57.5,20.16,3.81,7.78,1
3228,30,2,3,7,56.1,5.16,0.45,2.45,0
3229,31,3,6,5,67.8,14,4.76,4.73,0
3230,33,2,14,3,49.4,11.1,3.22,2.26,1
3231,31,1,3,8,18.7,7.28,0.52,0.84,0
3232,28,2,4,3,25,8.22,0.23,1.82,0
3233,49,2,0,27,20,12.65,1.01,1.52,1
3234,42,2,1,4,28.3,15.31,1.79,2.54,0
3235,37,1,17,9,53.7,24.05,8.19,4.73,1
3236,42,2,18,7,52.4,2.34,0.07,1.15,0
3237,24,2,6,1,18.2,18.08,1.67,1.62,1
3238,29,1,5,5,21.8,4.51,0.23,0.75,0
3239,47,1,2,13,25.3,1.93,0.09,0.4,1
3240,33,1,17,4,50,13.92,0.79,6.17,0
3241,31,1,14,9,35.8,2.36,0.17,0.68,0
3242,25,1,8,3,24.6,0.98,0.13,0.12,0
3243,33,1,11,3,42.7,23.23,4.5,5.42,1
3244,46,1,24,2,129.6,2.03,0.33,2.3,0
3245,33,1,13,7,29.3,2.73,0.42,0.38,0
3246,25,2,3,1,23.6,3.81,0.2,0.7,1
3247,23,2,2,3,24.9,5.26,0.35,0.96,1
3248,38,1,20,13,67.4,3.72,0.6,1.91,0
3249,49,2,16,14,96.4,28.08,16.89,10.18,1
3250,47,1,3,27,20,4.97,0.18,0.81,0
3251,34,1,16,1,40.6,10.41,0.67,3.56,0
3252,30,1,8,2,27.5,8.49,1.16,1.17,0
3253,50,1,26,28,191.2,3.18,2.34,3.74,0
3254,33,1,16,13,42.9,1.92,0.24,0.58,0
3255,43,1,12,16,40.4,2.93,0.06,1.12,0
3256,40,3,9,19,77.3,6.72,1.33,3.86,0
3257,37,2,12,11,41,3.8,0.73,0.83,0
3258,40,1,15,8,67.8,17.46,6.01,5.82,0
3259,37,1,17,14,31.8,7.15,0.58,1.7,0
3260,33,2,7,0,36.6,3.78,0.24,1.14,0
3261,26,3,4,0,49.7,8.25,2.91,1.19,1
3262,34,3,8,0,60.2,24.34,4.98,9.67,1
3263,49,2,14,26,90.4,20.16,5.27,12.96,0
3264,30,1,4,11,24.9,4.85,0.74,0.47,0
3265,52,1,36,17,124.7,9.79,4.96,7.25,0
3266,35,1,17,1,55.6,18.35,1.22,8.98,0
3267,23,1,2,4,21.1,27.32,2.12,3.65,1
3268,36,1,13,13,37.2,5.21,0.95,0.99,0
3269,41,1,6,13,21.6,6.97,0.11,1.4,0
3270,29,1,2,2,14.7,16.78,0.2,2.27,1
3271,50,2,0,14,62.4,20.12,4.33,8.22,0
3272,23,1,1,2,14.3,21.9,0.26,2.87,1
3273,25,1,4,0,17.3,1.08,0.1,0.09,0
3274,26,4,2,4,24.8,11.96,1.28,1.69,1
3275,43,2,14,18,102,3.28,1.12,2.22,0
3276,31,5,3,9,260.1,12.38,15.94,16.26,1
3277,33,1,12,8,32.5,7.68,0.92,1.57,0
3278,38,1,8,12,49,5.46,0.96,1.71,0
3279,38,1,2,10,41,6.95,0.52,2.33,1
3280,33,4,0,0,24.8,20.26,2.12,2.9,1
3281,39,2,15,11,47.8,1.06,0.2,0.3,0
3282,34,3,8,5,128.3,14.34,2.1,16.3,0
3283,28,1,7,9,23,6.33,0.58,0.87,0
3284,24,1,0,5,19.6,3.43,0.08,0.59,0
3285,37,1,15,5,52.7,15,2.93,4.97,0
3286,30,1,1,0,28.3,4.88,0.27,1.11,1
3287,48,3,10,13,63.3,38.1,11.89,12.23,1
3288,37,2,14,18,56.5,15.86,1.49,7.47,0
3289,41,1,12,15,87.2,6.91,1.46,4.56,0
3290,39,1,20,14,72.1,19.1,8.66,5.11,0
3291,33,2,12,0,66.1,8.44,3.25,2.33,0
3292,41,2,13,19,20.8,12.98,1.6,1.1,0
3293,32,1,11,8,24.3,1.68,0.14,0.27,0
3294,28,1,2,4,20,31.6,1.23,5.09,1
3295,30,2,8,9,25.4,15.66,2.04,1.94,1
3296,26,3,1,4,22.4,23.96,2.66,2.7,1
3297,54,1,35,5,144.4,13.35,7.52,11.76,0
3298,38,1,3,12,21.9,2.86,0.12,0.51,0
3299,38,2,6,0,31.2,5.68,0.25,1.52,0
3300,32,2,2,4,31.5,13.29,0.75,3.44,0
3301,42,3,5,7,31.3,0.99,0.17,0.14,0
3302,41,2,17,20,55,19.15,0.36,10.17,0
3303,39,1,17,8,102.8,10.65,0.83,10.12,0
3304,35,1,6,6,30.7,4.63,0.84,0.58,0
3305,33,4,4,14,26.4,4.62,0.33,0.89,0
3306,33,2,10,13,61.7,3.33,0.69,1.36,0
3307,43,4,10,13,48.9,8.35,1.68,2.4,0
3308,44,1,4,21,28.9,13.24,0.97,2.85,0
3309,31,2,0,12,20.4,4.93,0.59,0.42,0
3310,32,2,10,1,42.7,20.33,6.54,2.14,0
3311,42,1,6,18,42.4,16.88,2.05,5.11,0
3312,39,1,6,11,67.7,5.74,0.27,3.61,1
3313,39,2,6,2,26.6,11.88,0.12,3.04,0
3314,31,1,14,12,40.1,6.34,0.38,2.16,0
3315,40,2,7,11,24.6,16.77,1.16,2.97,1
3316,40,1,9,2,42.4,14.41,0.57,5.54,0
3317,38,1,20,2,62.6,6.66,2.17,2,0
3318,40,2,4,6,24,7.94,0.38,1.52,0
3319,47,4,9,22,56.2,6.62,0.76,2.97,0
3320,26,1,5,2,17.6,4.32,0.14,0.62,0
3321,33,2,6,9,44.2,17.16,2.25,5.34,1
3322,30,1,7,3,23.5,7.33,0.68,1.04,0
3323,46,3,18,25,128.8,26.58,2.29,31.94,0
3324,43,2,0,17,26.4,15.52,0.88,3.22,1
3325,41,1,24,20,100.3,12.14,2.48,9.69,0
3326,36,1,12,6,31.3,2.41,0.06,0.7,1
3327,42,2,22,17,270.8,27.05,54.5,18.75,1
3328,21,2,0,2,16.2,8.06,0.36,0.95,0
3329,23,1,6,1,30.1,13.3,0.98,3.02,1
3330,52,2,18,21,35,2.2,0.2,0.57,0
3331,31,1,9,4,42.4,15.17,2.26,4.17,0
3332,39,1,5,6,28.5,10.27,0.95,1.98,0
3333,28,1,11,6,36.2,5.52,1.13,0.87,0
3334,37,1,19,13,42.4,18.2,4.34,3.38,0
3335,49,1,0,29,27.3,18.42,0.8,4.22,0
3336,37,3,9,0,34,5.23,0.19,1.59,0
3337,21,3,0,2,16.6,3.94,0.21,0.45,0
3338,37,1,18,12,47.2,4.57,0.34,1.82,0
3339,36,1,8,1,39.6,11.42,2.93,1.59,0
3340,33,1,16,7,75.2,3.31,1.35,1.14,0
3341,36,1,19,14,63,10.13,4.42,1.96,0
3342,32,1,13,1,30.8,19.05,3.58,2.29,0
3343,32,1,11,3,54.4,4.22,0.87,1.42,0
3344,41,1,21,7,56.6,7.32,1.75,2.39,0
3345,48,2,27,28,72.2,12.94,6.24,3.1,0
3346,38,3,6,13,81,10.32,1.93,6.43,0
3347,33,1,4,12,31.8,24.93,3.81,4.12,1
3348,45,2,7,2,57.7,0.95,0.06,0.49,0
3349,26,1,0,6,17.5,13.88,0.26,2.17,0
3350,36,2,6,6,26.7,16.98,1.4,3.14,0
3351,39,3,17,1,172.7,4.61,2.55,5.41,0
3352,33,3,12,14,29.9,23.87,2.85,4.28,0
3353,23,2,4,4,17.4,14.81,1.02,1.56,0
3354,38,2,10,10,42.9,9.44,0.96,3.09,0
3355,29,1,7,5,26.9,18.15,2.37,2.51,1
3356,37,2,18,5,97.6,16.79,10.01,6.37,1
3357,36,4,11,17,31.5,11.27,1.61,1.94,0
3358,27,2,7,2,63.9,5.51,2.01,1.51,1
3359,29,2,5,4,40.4,11.29,1.07,3.49,0
3360,27,2,2,7,41.6,7.6,0.7,2.47,0
3361,46,2,23,6,84.3,3.37,1.62,1.22,0
3362,43,1,22,22,106.8,4.08,1.09,3.27,0
3363,28,1,5,9,25.8,1.27,0.11,0.21,0
3364,39,1,7,4,33.2,18.07,1.87,4.13,1
3365,23,2,0,0,22.2,8.26,0.8,1.04,1
3366,22,1,0,3,13.8,3.75,0.25,0.27,1
3367,36,1,12,10,42.4,15.76,3.85,2.83,0
3368,49,1,28,8,151.3,5.78,2.88,5.87,0
3369,39,1,7,8,23.5,6.99,0.58,1.06,0
3370,37,2,15,3,38.4,3.62,0.82,0.57,0
3371,32,1,8,8,32.5,12.64,1.01,3.1,0
3372,34,3,11,2,45.6,5.9,1.05,1.64,0
3373,31,1,12,11,44.2,9.32,1.13,2.99,0
3374,25,1,4,2,21,1.78,0.14,0.23,0
3375,27,2,5,1,43.9,11.57,1.43,3.65,1
3376,36,1,20,2,53.1,12.7,2.66,4.08,0
3377,30,2,4,3,37.9,17.46,0.14,6.48,0
3378,27,3,5,7,46.2,7.04,1.42,1.83,1
3379,22,1,6,0,19.7,2.05,0.07,0.33,0
3380,43,1,24,6,81.8,4.13,1.91,1.47,0
3381,35,2,15,10,48.5,5.93,0.35,2.53,0
3382,43,1,19,2,90.6,10.03,2.56,6.52,0
3383,37,1,17,18,40.9,1.09,0.14,0.3,0
3384,27,1,0,3,22.4,16.15,0.59,3.02,1
3385,38,1,0,12,21.8,2.47,0.34,0.2,1
3386,45,1,18,9,59.1,5.86,2.39,1.07,0
3387,32,2,7,6,34.1,10.19,0.57,2.9,1
3388,39,1,12,16,56.8,3.84,0.46,1.72,0
3389,25,1,2,5,25.5,2.71,0.13,0.56,0
3390,39,2,15,17,76,7.34,3.31,2.27,0
3391,45,2,25,20,80.2,25.88,13.28,7.47,1
3392,25,1,3,2,21.6,20.43,0.51,3.91,0
3393,34,1,3,9,19.8,25.29,1.68,3.32,1
3394,38,4,3,1,67.4,4.62,2.48,0.63,1
3395,44,2,23,16,121.5,17.8,2.83,18.79,0
3396,45,1,8,10,35,16.12,2.97,2.67,0
3397,36,1,18,10,71.6,11.71,3.8,4.59,0
3398,25,1,0,4,14.8,13.22,0.75,1.21,1
3399,26,1,7,3,22.4,9.62,0.28,1.88,0
3400,27,4,3,3,70.8,10.34,3.89,3.43,1
3401,43,4,0,8,17.8,4.64,0.47,0.36,0
3402,36,1,7,5,28.1,21.31,1.69,4.3,0
3403,36,1,6,4,32,4.56,0.57,0.88,0
3404,49,2,18,5,77,19.01,2.46,12.18,0
3405,41,4,3,11,61.6,9.24,1.18,4.51,0
3406,29,3,5,9,21.2,16.49,0.69,2.81,0
3407,49,1,18,24,100.4,5.12,1.49,3.65,0
3408,22,2,0,3,28.4,10.37,0.38,2.57,0
3409,45,1,4,16,31.2,8.74,0.79,1.94,0
3410,27,5,0,3,64.1,4.53,0.44,2.46,1
3411,45,2,13,19,74.3,4.94,1.52,2.15,0
3412,37,1,17,9,58.3,6.28,0.96,2.71,0
3413,35,2,13,12,86.1,15.41,8.04,5.23,0
3414,45,1,24,17,50.4,5.24,0.96,1.68,0
3415,36,4,7,10,84.6,15.21,2.78,10.09,1
3416,30,1,1,1,22.6,11.65,0.43,2.2,0
3417,30,1,13,11,27,8.69,0.5,1.84,0
3418,40,2,4,13,26.5,15.48,1.35,2.76,1
3419,34,3,8,3,62.5,5.14,1.76,1.45,0
3420,50,2,6,10,64.1,1.76,0.13,0.99,1
3421,30,1,7,3,37.7,6.99,0.36,2.27,0
3422,38,1,10,2,32.2,10.3,1.01,2.3,0
3423,30,3,0,10,41.5,9.02,1.24,2.5,0
3424,38,4,8,5,83.1,19.37,12.07,4.02,1
3425,26,2,3,6,21.5,10.62,0.42,1.87,1
3426,39,1,5,0,33.5,7.29,1.55,0.89,0
3427,36,4,5,11,86.9,9.9,3.02,5.58,0
3428,44,1,2,25,34,7.4,0.35,2.16,0
3429,51,1,13,17,51.9,3.42,0.59,1.19,0
3430,54,1,1,1,21.4,0.61,0.05,0.08,1
3431,47,3,25,11,161.9,12.92,6.21,14.7,0
3432,38,1,17,12,70.5,6.21,0.64,3.74,0
3433,35,2,9,14,36.3,17.32,1.07,5.22,0
3434,29,1,13,0,30.6,10.87,0.16,3.17,0
3435,37,2,2,15,32.2,21.36,2.08,4.79,1
3436,30,1,0,10,19.3,23,2.05,2.39,0
3437,30,1,5,2,22.6,18.19,2.47,1.64,1
3438,46,2,18,15,82,6.59,0.68,4.73,0
3439,39,1,19,1,96.3,5.99,2.96,2.81,0
3440,44,3,14,13,89.5,5.77,3.51,1.66,0
3441,23,4,0,1,24.9,12.83,1.54,1.66,1
3442,29,3,1,0,16.7,6.33,0.39,0.66,0
3443,22,2,1,3,21.2,22.81,2.34,2.5,1
3444,41,4,14,2,92.3,3.73,0.23,3.21,0
3445,46,1,6,1,56.7,16.84,2.27,7.28,0
3446,26,4,1,0,59.2,20.26,0.54,11.45,1
3447,48,4,7,9,129.4,11.03,10.92,3.35,1
3448,35,1,14,8,39.8,6,1.43,0.96,0
3449,29,1,10,4,22.4,3,0.07,0.61,0
3450,35,1,1,11,29.2,10.44,1.46,1.59,1
3451,30,1,6,2,24,18.49,2.85,1.59,1
3452,27,2,3,1,34.1,8.32,0.86,1.98,0
3453,28,1,11,7,49.1,13.44,3.72,2.88,1
3454,32,1,5,1,32.9,27.48,2.73,6.31,1
3455,50,3,19,7,97.6,4.78,1.97,2.69,0
3456,38,2,19,5,42.1,9.16,0.88,2.97,0
3457,46,4,7,11,54.9,1,0.26,0.29,0
3458,41,2,12,1,56.5,4.07,0.1,2.2,0
3459,39,2,5,5,24.5,1.8,0.04,0.41,0
3460,42,3,17,18,82,1.18,0.12,0.85,0
3461,46,3,18,25,106.1,19.77,9.94,11.03,0
3462,28,1,2,2,19.7,22.84,0.97,3.53,1
3463,20,1,2,1,15.9,5.75,0.25,0.66,0
3464,33,1,12,9,57.8,4.23,0.65,1.8,0
3465,31,2,9,12,74.4,6.35,2.11,2.61,0
3466,23,1,7,1,21,9.91,0.93,1.16,0
3467,35,1,8,10,43.2,1.99,0.25,0.61,0
3468,24,3,1,2,21.8,26.67,0.93,4.88,1
3469,27,1,10,8,28.1,11.23,1.8,1.36,0
3470,30,1,11,5,37.7,1.9,0.23,0.49,0
3471,36,1,16,13,42.8,5.88,0.94,1.58,0
3472,23,1,2,1,20.6,7.52,0.2,1.35,1
3473,22,1,2,1,21.1,2.94,0.25,0.37,0
3474,29,4,0,9,36.8,9.43,2.04,1.43,0
3475,38,1,15,16,47.2,4.51,0.41,1.72,0
3476,39,1,14,15,32.2,4.46,0.63,0.8,0
3477,33,1,9,1,84.4,10.9,2.59,6.61,0
3478,46,2,23,21,99.3,1.25,0.24,1,0
3479,43,1,26,11,79.6,10.99,1.53,7.22,0
3480,46,1,30,8,135.8,0.98,0.24,1.09,0
3481,36,1,11,12,34.4,12.96,1.55,2.91,0
3482,36,1,4,3,21.5,8.7,1.19,0.68,0
3483,45,2,23,18,150,4.58,1.12,5.75,0
3484,37,4,1,15,25.9,2.37,0.33,0.29,0
3485,34,4,2,3,40,32.39,2.9,10.05,1
3486,35,1,7,2,51.8,11.39,0.28,5.62,0
3487,33,1,15,6,71,11.21,4.28,3.68,0
3488,50,3,23,25,72.7,10.85,0.49,7.4,0
3489,32,1,2,1,23.5,22.49,0.17,5.11,1
3490,34,1,18,2,66.1,12.4,1.85,6.34,0
